"","year","company","country","region","productionGroup","units","fixed_assets","cash_and_equi","net_income_after_tax","income_tax","assets","liabilities","current_liabilities","equity","KTA","tg_beforetax","tg_aftertax","ratio_endeudamiento","ratio_endeudamiento_cp","pasivo_activo","ratio_solvencia","is_media"
"113",2012-01-01,"Petroci","Cote d'Ivoire","Sub-Saharan Africa","Small domestic producers","USD million",715.5134,84.638,84.7986,54.7454,2095.1541,1785.0628,1679.6247,310.0913,800.1514,0.174396995368626,0.105978193626856,5.75657169356251,5.41654893252407,0.851995946264764,0.173714504610146,"empresas"
"114",2012-01-01,"Petroecuador","Ecuador","Latin America/Caribbean","Medium domestic producers","USD million",5116,262,5935.785317,9.7,8620,3748,3582,4872,5378,1.10551976887319,1.10371612439569,0.769293924466338,0.735221674876847,0.434802784222738,1.29989327641409,"empresas"
"115",2012-01-01,"PetroleumBrunei","Brunei","Asia-Pacific","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"116",2012-01-01,"Petronas","Malaysia","Asia-Pacific","Internationalized operators","USD million",97398.3151,35118.4828,17083.976,12399.6339,158363.3977,48621.1337,25452.9196,109742.264,132516.7979,0.222489604089656,0.128919323970475,0.443048392914511,0.231933611283981,0.307022546915208,2.25708978069345,"empresas"
"117",2012-01-01,"PetroSA","South Africa","Sub-Saharan Africa","Small domestic producers","USD million",930.4619,1565.0295,212.7997,0.5966,3226.1735,1031.5158,309.4571,2194.6577,2495.4914,0.0855127370905786,0.085273665940103,0.470012157248941,0.141004722513219,0.319733517121754,2.12760454081266,"empresas"
"118",2012-01-01,"Petrotrin","Trinidad and Tobago","Latin America/Caribbean","Small domestic producers","USD million",4378.9714,292.3274,688.3079,147.1878,7119.0615,5192.1992,2377.0894,1926.8618,4671.2988,0.178857259141719,0.147348292085276,2.69464016568287,1.23365848033315,0.729337595973851,0.371107063843005,"empresas"
"119",2012-01-01,"PetroVietnam","Vietnam","Asia-Pacific","Medium domestic producers","USD million",17063.9586,5059.1995,2681.2045,167.493,30300.12,13655.6603,8010.4196,15265.9959,22123.1581,0.128765408949457,0.121194473586481,0.894514867516766,0.524723028387555,0.450680073214231,1.11792440384593,"empresas"
"120",2012-01-01,"PNOC","Philippines","Asia-Pacific","Small domestic producers","USD million",0,68.9305,39.5476,1.1429,963.9569,128.5395,0,835.4174,68.9305,0.590311980908306,0.573731512175307,0.153862608080703,0,0.133345692115488,6.49930488293482,"empresas"
"121",2012-01-01,"PTT","Thailand","Asia-Pacific","Internationalized operators","USD million",37362.2032,4405.0978,3783.1004,1312.0465,52564.3542,29035.367,12263.1357,23528.9873,41767.301,0.121988895092838,0.0905756491184336,1.23402535900897,0.521192669435458,0.552377508330541,0.810356118453746,"empresas"
"122",2012-01-01,"Qatar Petroleum","Qatar","Middle East/North Africa","Large domestic producers","USD million",49689.1492,8366.6816,15880.3387,30074.4195,101865.2538,8178.6712,5115.7025,66214.0552,58055.8308,0.79156146017981,0.2735356376986,0.123518657410368,0.0772600693998878,0.0802891162089266,8.09594292040986,"empresas"
"123",2012-01-01,"Rosneft","Russia","Eurasia","Internationalized operators","USD million",97990.1597,9695.2541,62484.129,3372.2623,128762.053,53469.8125,14688.7963,75292.2405,107685.4138,0.611562782516791,0.580246913626105,0.710163652255773,0.195090439631691,0.415260639716579,1.40812613659343,"empresas"
"124",2012-01-01,"Saudi Aramco","Saudi Arabia","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"125",2012-01-01,"SHT","Chad","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"126",2012-01-01,"Sinopec Corp","China","Asia-Pacific","Internationalized operators","USD million",141457.8452,1656.4399,40441.3086,3777.6842,199283.535,112463.6516,81328.5697,86819.8834,143114.2851,0.308976792701737,0.282580516485422,1.29536745726613,0.936750505933068,0.56433990695719,0.771981721781476,"empresas"
"127",2012-01-01,"Sinopec Group","China","Asia-Pacific","Internationalized operators","USD million",232306.5086,6744.4162,9609.2842,5524.2651,308614.5888,183210.5549,104619.1667,143029.6888,239050.9248,0.0633068008946686,0.0401976449496672,1.28092675329935,0.731450704939239,0.593654874231273,0.780684763921317,"empresas"
"128",2012-01-01,"SNH","Cameroon","Sub-Saharan Africa","Small domestic producers","USD million",154.6013,0,0,30.1907,198.5015,0,50.3899,359.0343,154.6013,0.195281022863326,0,0,0.14034842910552,0,NA,"empresas"
"129",2012-01-01,"SNPC","Congo (Rep.)","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"130",2012-01-01,"SOCAR","Azerbaijan","Eurasia","Medium domestic producers","USD million",17859.2033,1556.682,2000.9028,605.8713,27831.8964,15290.6143,9892.5043,12541.2822,19415.8853,0.13425986297931,0.103054935125724,1.2192225688056,0.788795287614212,0.549391751113302,0.820194790996723,"empresas"
"131",2012-01-01,"Sonahydroc","Dem. Rep. of Congo","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"132",2012-01-01,"Sonangol","Angola","Sub-Saharan Africa","Large domestic producers","USD million",30423.8945,4702.8031,30196.2551,668.0461,42633.7192,20627.4555,7433.51,22006.2532,35126.6976,0.878656500860474,0.859638313964362,0.937345186049209,0.337790805751522,0.4838296045258,1.06684283963187,"empresas"
"133",2012-01-01,"Sonatrach","Algeria","Middle East/North Africa","Large domestic producers","USD million",60333.2905,0,46894.366,7028.996,104003.3464,37737.3253,36125.1703,66266.0211,60333.2905,0.893758015734282,0.777255236891149,0.569482287808585,0.545153756032592,0.36284722180824,1.75598086438839,"empresas"
"134",2012-01-01,"Staatsolie","Suriname","Latin America/Caribbean","Small domestic producers","USD million",965,225,416,80,1411,458,268,839,1190,0.416806722689076,0.349579831932773,0.545887961859356,0.31942789034565,0.324592487597449,1.83187772925764,"empresas"
"135",2012-01-01,"Sudapet","Sudan","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"136",2012-01-01,"TAQA","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",29093.8053,1036.6236,1541.4568,594.418,33380.531,29755.4799,4856.6372,3625.0511,30130.4289,0.0708876334647862,0.0511594708829385,8.20829253965551,1.33974310044898,0.891402233835046,0.121828016626947,"empresas"
"137",2012-01-01,"Timor GAP","Timor-Leste","Asia-Pacific","Pre-production NOCs","USD million",1.8718,2.967,-0.588387,0,5.8478,3.9762,3.9762,1.8717,4.8388,-0.121597710176077,-0.121597710176077,2.1243789068761,2.1243789068761,0.679948014637983,0.470725818620794,"empresas"
"138",2012-01-01,"TPDC","Tanzania","Sub-Saharan Africa","Small domestic producers","USD million",95.637,6.6933,0,0,123.9464,52.0196,20.398,71.9269,102.3303,0,0,0.723228722494644,0.283593481715464,0.419694319480033,1.38268844820029,"empresas"
"139",2012-01-01,"Turkmengaz","Turkmenistan","Eurasia","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"140",2012-01-01,"YOGC","Yemen","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"141",2012-01-01,"YPF","Argentina","Latin America/Caribbean","Large domestic producers","USD million",13577.6705,1046.3012,1755.3703,549.9308,17621.811,10731.6959,4613.2473,6890.1151,14623.9717,0.157638509379774,0.120033759365111,1.55754958287997,0.669545752581114,0.609000737778881,0.64203413553677,"empresas"
"142",2012-01-01,"YPFB","Bolivia","Latin America/Caribbean","Medium domestic producers","USD million",4900.045,0,-359.9374,1622.2077,10911.6243,5090.7249,4010.5949,5820.8994,4900.045,0.257603817924121,-0.0734559376495522,0.874559848947054,0.688999177687214,0.466541438748033,1.14343232336126,"empresas"
"143",2013-01-01,"ADNOC","United Arab Emirates","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"144",2013-01-01,"BAPCO","Bahrain","Middle East/North Africa","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"145",2013-01-01,"Basra Oil Company","Iraq","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"146",2013-01-01,"CNOOC","China","Asia-Pacific","Internationalized operators","USD million",131884.9049,17095.4053,22425.8262,4742.9222,168123.0839,75142.0527,38801.2228,92981.1926,148980.3102,0.182364692109495,0.150528792495426,0.808142492033384,0.417301840458433,0.446946671194151,1.23740554401969,"empresas"
"147",2013-01-01,"CNOOC Limited","China","Asia-Pacific","Internationalized operators","USD million",76652.6022,2310.9358,17842.2065,3936.5641,100306.2039,45168.4821,20812.303,55137.7218,78963.538,0.275807938089096,0.225955003434623,0.819193840903307,0.377460336056177,0.450305966568435,1.22071230283827,"empresas"
"148",2013-01-01,"CNPC","China","Asia-Pacific","Internationalized operators","USD million",438615.2345,52031.5645,69874.9202,7621.1817,606755.1041,274749.7409,182641.4035,332005.3632,490646.799,0.157946820519255,0.1424138919125,0.827546092183128,0.550115822647048,0.452818178278923,1.20839190643983,"empresas"
"149",2013-01-01,"CUPET","Cuba","Latin America/Caribbean","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"150",2013-01-01,"Ecopetrol","Colombia","Latin America/Caribbean","Large domestic producers","USD million",49291.7836,2087.6004,8613.7218,4328.3934,61024.2527,22606.504,9933.1522,38417.7487,51379.384,0.251893156212227,0.167649378591226,0.588439061761055,0.258556332323554,0.370451140321789,1.69941131543382,"empresas"
"151",2013-01-01,"EGPC","Egypt","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"152",2013-01-01,"ENH","Mozambique","Sub-Saharan Africa","Small domestic producers","USD million",334.0051,122.3971,52.2379,14.119,482.1227,332.634,75.956,149.4887,456.4022,0.145391279884277,0.114455846181285,2.22514477682929,0.508105294915268,0.689936400007716,0.449408959998076,"empresas"
"153",2013-01-01,"ENOC","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",0,0,0,0,18042,0,0,0,0,NA,NA,NA,NA,0,NA,"empresas"
"154",2013-01-01,"Equinor","Norway","Western Europe","Internationalized operators","USD million",110127.6596,14468.0851,7234.0426,16885.1064,149957.4468,90212.766,28425.5319,60595.7447,124595.7447,0.193579235455222,0.0580601096563774,1.4887640451756,0.469101123201478,0.601589103609625,0.671698113102973,"empresas"
"155",2013-01-01,"ETAP","Tunisia","Middle East/North Africa","Small domestic producers","USD million",700.1196,660.6273,422.4552,428.0958,3156.4599,1909.3335,1775.7698,1247.1264,1360.7469,0.625061868595842,0.310458322558001,1.53098635390927,1.42388919038199,0.604897119079511,0.6531736860009,"empresas"
"156",2013-01-01,"Gabon Oil Company","Gabon","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"157",2013-01-01,"Gazprom","Russia","Eurasia","Internationalized operators","USD million",332114.1532,21645.472,87808.4426,6264.915,422030.1969,119416.5545,43705.711,302613.6424,353759.6252,0.265924517380453,0.2482149921726,0.394617220667643,0.144427431140824,0.282957369821325,2.53410126985367,"empresas"
"158",2013-01-01,"GEPetrol","Equatorial Guinea","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"159",2013-01-01,"GNPC","Ghana","Sub-Saharan Africa","Small domestic producers","USD million",391.5758,5.2528,673.3881,0.0017,573.5852,67.5761,17.1529,506.0091,396.8286,1.69692859839235,1.69692431442693,0.133547203004847,0.0338984022224106,0.117813534937791,7.48798909673686,"empresas"
"160",2013-01-01,"IPIC","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",39246.996,6818.844,5123.251,582.251,64707.573,50849.83,20532.326,17537.011,46065.84,0.123855377433691,0.111215838026616,2.89957222470808,1.17079963056418,0.785840476508059,0.344878458787374,"empresas"
"161",2013-01-01,"KazMunayGas","Kazakhstan","Eurasia","Large domestic producers","USD million",36385.3699,2677.5076,3864.3925,1269.9734,49682.6885,23151.3462,6673.6118,26531.3423,39062.8775,0.131438496818367,0.0989274919647177,0.872603652624089,0.251536907727431,0.465984166698225,1.14599566136677,"empresas"
"162",2013-01-01,"KPC","Kuwait","Middle East/North Africa","Large domestic producers","USD million",59751.8719,19782.1187,0,255.9087,106551.9218,27225.9784,23153.1892,79329.4696,79533.9906,0.00321760165772444,0,0.343201316449997,0.291861137062235,0.255518417125349,2.91374173719318,"empresas"
"163",2013-01-01,"MOGE","Myanmar","Asia-Pacific","Small domestic producers","USD million",0,0,0,943.0975,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"164",2013-01-01,"Naftogaz","Ukraine","Eurasia","Medium domestic producers","USD million",24373.3267,267.484,1204.6791,199.0492,29765.7951,16374.7029,12134.9931,13391.0922,24640.8107,0.0569676183584333,0.0488895886854891,1.22280562746032,0.906198905866692,0.550118108553398,0.817791460509491,"empresas"
"165",2013-01-01,"NAMCOR","Namibia","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"166",2013-01-01,"National Oil Kenya","Kenya","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"167",2013-01-01,"Nilepet","South Sudan","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"168",2013-01-01,"NIOC","Iran","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"169",2013-01-01,"NNPC","Nigeria","Sub-Saharan Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"170",2013-01-01,"NOC Libya","Libya","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"171",2013-01-01,"NOCAL","Liberia","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"172",2013-01-01,"ONGC","India","Asia-Pacific","Internationalized operators","USD million",44557.8907,4177.6495,14406.2189,1803.2508,55332.8053,25457.3846,11475.0842,29875.4206,48735.5402,0.33260059565319,0.295599860817794,0.852118031770907,0.384097829236921,0.460077606077926,1.17354634301279,"empresas"
"173",2013-01-01,"OOC","Oman","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"174",2013-01-01,"Orsted","Denmark","Western Europe","Internationalized operators","USD million",17325.2493,254.7936,3056.8104,180.7236,25887.4521,16759.5755,6234.5187,9177.3753,17580.0429,0.184159618859633,0.17387957568636,1.8261839526166,0.679335702877924,0.647401506925434,0.547589961332851,"empresas"
"175",2013-01-01,"PCJ","Jamaica","Latin America/Caribbean","Pre-production NOCs","USD million",196.1509,0,20.5779,6.2324,265.2654,265.2654,43.559,170.8213,196.1509,0.136682013694559,0.104908516861253,1.55288245669597,0.25499747396841,1,0.643963743481057,"empresas"
"176",2013-01-01,"PDVSA","Venezuela","Latin America/Caribbean","Large domestic producers","USD million",170196.841,9513.6182,40671.3228,7235.9914,240751.519,152745.1767,67944.7078,88006.3423,179710.4592,0.266580556375319,0.226315835934384,1.73561555574387,0.772043309883133,0.63445155957666,0.576164460321057,"empresas"
"177",2013-01-01,"Pemex","Mexico","Latin America/Caribbean","Large domestic producers","USD million",143990.1502,9238.068,57063.6833,590.3365,166643.4128,226753.1337,26163.4486,-60109.7209,153228.2182,0.376262417440288,0.372409755659483,-3.77232052162132,-0.43526152190136,1.36070865262548,-0.265088821129708,"empresas"
"178",2013-01-01,"Pertamina","Indonesia","Asia-Pacific","Large domestic producers","USD million",25195.51,4686.04,3067.055,1965.826,49341.871,32052.579,16445.834,18163.867,29881.55,0.168427708736662,0.102640425279144,1.76463409471122,0.90541479961288,0.649602018537157,0.566689719413842,"empresas"
"179",2013-01-01,"Perupetro","Peru","Latin America/Caribbean","Medium domestic producers","USD million",11.8472,49.8098,854.6367,0.3964,184.9081,177.8223,175.1246,7.0858,61.657,13.8675754577745,13.861146341859,25.0955855372717,24.7148663524232,0.961679342332759,0.0398476456552412,"empresas"
"180",2013-01-01,"Petroamazonas","Ecuador","Latin America/Caribbean","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"181",2013-01-01,"Petrobangla","Bangladesh","Asia-Pacific","Medium domestic producers","USD million",0,0,0,182.543,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"182",2013-01-01,"Petrobras","Brazil","Latin America/Caribbean","Internationalized operators","USD million",268768,15868,10832,2578,321423,171227,34153,149123,284636,0.047112803721244,0.0380556219171152,1.14822663170671,0.229025703613795,0.532715455956792,0.870908209569752,"empresas"
"183",2013-01-01,"PetroChina","China","Asia-Pacific","Internationalized operators","USD million",308462.1596,8297.128,61353.5872,5776.3712,378018.294,173049.8415,104182.4041,204968.4525,316759.2876,0.211927356285669,0.193691517823707,0.844275494054384,0.508285069381592,0.457781658313076,1.18444750207991,"empresas"
"184",2013-01-01,"Petroci","Cote d'Ivoire","Sub-Saharan Africa","Small domestic producers","USD million",857.5479,42.1302,58.3718,71.9395,2223.334,1874.8845,1611.4929,348.4495,899.6781,0.144842138538217,0.0648807612411595,5.38064913280117,4.62475308473681,0.843276133950185,0.18585118176613,"empresas"
"185",2013-01-01,"Petroecuador","Ecuador","Latin America/Caribbean","Medium domestic producers","USD million",3227,479,0,0,6883,3702,3414,3180,3706,0,0,1.16415094339623,1.07358490566038,0.537846869097777,0.858995137763371,"empresas"
"186",2013-01-01,"PetroleumBrunei","Brunei","Asia-Pacific","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"187",2013-01-01,"Petronas","Malaysia","Asia-Pacific","Internationalized operators","USD million",104767.8772,37169.5967,19776.2007,10568.3803,167780.1788,49622.1955,27726.606,118157.9834,141937.4739,0.213788368682529,0.139330369610023,0.419964813820612,0.234657068461783,0.2957571976315,2.38115186580167,"empresas"
"188",2013-01-01,"PetroSA","South Africa","Sub-Saharan Africa","Small domestic producers","USD million",2005.3426,770.8379,140.8468,0.0397,3700.5386,1631.3056,594.0403,2069.233,2776.1805,0.0507483212997138,0.0507340210767996,0.788362451207766,0.287082363368456,0.440829234965959,1.26845209138006,"empresas"
"189",2013-01-01,"Petrotrin","Trinidad and Tobago","Latin America/Caribbean","Small domestic producers","USD million",4502.017,356.381,497.0652,0,7150.0417,5210.5156,2592.0063,1939.5261,4858.398,0.102310514700525,0.102310514700525,2.68648903461521,1.33641217821199,0.728739190430176,0.372233047339883,"empresas"
"190",2013-01-01,"PetroVietnam","Vietnam","Asia-Pacific","Medium domestic producers","USD million",18238.1454,6360.3082,0,0,33894.691,15439.5886,10009.7717,16806.4315,24598.4536,0,0,0.918671438371673,0.595591735223507,0.455516428811816,1.08852845340711,"empresas"
"191",2013-01-01,"PNOC","Philippines","Asia-Pacific","Small domestic producers","USD million",0,21.4266,17.0987,1.1114,956.7214,126.8269,0,829.8946,21.4266,0.849882855889408,0.79801275050638,0.152822900643046,0,0.132564088145201,6.54352191845736,"empresas"
"192",2013-01-01,"PTT","Thailand","Asia-Pacific","Internationalized operators","USD million",48482.0336,6406.771,3574.7855,1491.3275,73068.5841,39869.8957,14568.2788,33198.6884,54888.8046,0.0922977469981192,0.0651277710646298,1.20094791756894,0.438820914382871,0.545650311841748,0.832675576826252,"empresas"
"193",2013-01-01,"Qatar Petroleum","Qatar","Middle East/North Africa","Large domestic producers","USD million",54251.0387,6776.8569,32592.3041,14185.7228,108929.3044,9752.0165,6707.6863,99177.2879,61027.8956,0.766502374694368,0.53405584085059,0.0983291306557295,0.0676332902626187,0.089526106438627,10.1699261788575,"empresas"
"194",2013-01-01,"Rosneft","Russia","Eurasia","Internationalized operators","USD million",186009.1492,8637.7096,95234.6741,2544.1981,236547.6025,137009.7786,44476.3518,99537.824,194646.8588,0.502339841509942,0.48926900072841,1.37645945123333,0.446828652794339,0.579205949043597,0.726501604608826,"empresas"
"195",2013-01-01,"Saudi Aramco","Saudi Arabia","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"196",2013-01-01,"SHT","Chad","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"197",2013-01-01,"Sinopec Corp","China","Asia-Pacific","Internationalized operators","USD million",162999.5787,2428.4356,42119.2993,3996.7666,223203.6698,122872.7716,92292.4956,100330.8982,165428.0143,0.278768176569958,0.254608020764957,1.22467528751776,0.919881086044139,0.550496197979627,0.816542972812701,"empresas"
"198",2013-01-01,"Sinopec Group","China","Asia-Pacific","Internationalized operators","USD million",261858.8249,8553.7552,11469.7824,5995.5534,344900.9598,199151.2469,119100.6748,145749.7129,270412.5801,0.0645877340231036,0.0424158609623798,1.36639203561683,0.817158898156567,0.577415751511631,0.731854382881095,"empresas"
"199",2013-01-01,"SNH","Cameroon","Sub-Saharan Africa","Small domestic producers","USD million",138.4807,0,0,44.1718,182.1533,0,27.4699,379.8741,138.4807,0.318974413040951,0,0,0.0723131690209993,0,NA,"empresas"
"200",2013-01-01,"SNPC","Congo (Rep.)","Sub-Saharan Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"201",2013-01-01,"SOCAR","Azerbaijan","Eurasia","Medium domestic producers","USD million",19342.5182,1537.2044,1887.7278,565.936,29375.135,16336.9394,10083.6021,13038.1956,20879.7226,0.11751419532748,0.0904096206718762,1.25300615984009,0.77338938679521,0.556148572593794,0.79808067354403,"empresas"
"202",2013-01-01,"Sonahydroc","Dem. Rep. of Congo","Sub-Saharan Africa","Pre-production NOCs","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"203",2013-01-01,"Sonangol","Angola","Sub-Saharan Africa","Large domestic producers","USD million",32255.9728,7425.7436,27568.2532,1211.5008,50991.6777,32491.0993,13831.3489,18500.5784,39681.7164,0.725264847666721,0.694734394099949,1.75622072983405,0.747617106933262,0.637184355673789,0.569404507652346,"empresas"
"204",2013-01-01,"Sonatrach","Algeria","Middle East/North Africa","Large domestic producers","USD million",60641.2628,0,40545.1036,5556.3675,107788.4901,37811.018,36009.2934,69977.4721,60641.2628,0.760232702475978,0.668605858913611,0.540331293276311,0.514584084268457,0.350789012490305,1.8507164260957,"empresas"
"205",2013-01-01,"Staatsolie","Suriname","Latin America/Caribbean","Small domestic producers","USD million",1226,134,313,133,1572,469,259,982,1360,0.327941176470588,0.230147058823529,0.477596741344195,0.263747454175153,0.298346055979644,2.09381663113006,"empresas"
"206",2013-01-01,"Sudapet","Sudan","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"207",2013-01-01,"TAQA","United Arab Emirates","Middle East/North Africa","Internationalized operators","USD million",29570.0477,1074.4724,983.2539,179.9864,33199.4554,29846.4261,4244.5201,3353.0293,30644.5201,0.0379591619057529,0.0320857985960106,8.90133173008658,1.26587623317219,0.899003484858369,0.112342740426131,"empresas"
"208",2013-01-01,"Timor GAP","Timor-Leste","Asia-Pacific","Pre-production NOCs","USD million",2.8322,1.9134,-0.900203,0,6.3674,5.396,5.396,0.9715,4.7456,-0.18969213587323,-0.18969213587323,5.55429747812661,5.55429747812661,0.847441655934918,0.180040770941438,"empresas"
"209",2013-01-01,"TPDC","Tanzania","Sub-Saharan Africa","Small domestic producers","USD million",437.0134,5.7522,0,0,496.031,318.585,32.4473,177.446,442.7656,0,0,1.79539127396504,0.1828573199734,0.642268325971562,0.556981653247956,"empresas"
"210",2013-01-01,"Turkmengaz","Turkmenistan","Eurasia","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"211",2013-01-01,"YOGC","Yemen","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"212",2013-01-01,"YPF","Argentina","Latin America/Caribbean","Large domestic producers","USD million",18515.1988,1962.3206,2011.9601,1697.8203,24837.1938,16000.9813,6009.5037,8836.2125,20477.5194,0.181163564176626,0.0982521398563539,1.81084161341751,0.68009949964422,0.644234667927743,0.552229412329855,"empresas"
"213",2013-01-01,"YPFB","Bolivia","Latin America/Caribbean","Medium domestic producers","USD million",6909.4162,0,-825.6971,2274.8193,13500.8987,6092.4621,4513.1366,7408.4366,6909.4162,0.209731496562618,-0.119503164391805,0.822368122850643,0.609188799698981,0.451263448114013,1.21600044093832,"empresas"
"214",2014-01-01,"ADNOC","United Arab Emirates","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"215",2014-01-01,"BAPCO","Bahrain","Middle East/North Africa","Medium domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"216",2014-01-01,"Basra Oil Company","Iraq","Middle East/North Africa","Large domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"217",2014-01-01,"CNOOC","China","Asia-Pacific","Internationalized operators","USD million",146214.1509,13810.5168,21611.8539,4236.8811,181830.55,77377.407,32539.1299,104453.143,160024.6677,0.16152969021288,0.135053265291049,0.740785818192182,0.311518916190009,0.425546790679564,1.34991785134387,"empresas"
"218",2014-01-01,"CNOOC Limited","China","Asia-Pacific","Internationalized operators","USD million",84993.3428,2428.2836,17117.4621,3632.1705,107897.1451,46105.9719,16846.9293,61791.1732,87421.6264,0.237351253396494,0.195803519162165,0.746157897840334,0.272642975162025,0.427314104161594,1.34019890815923,"empresas"
"219",2014-01-01,"CNPC","China","Asia-Pacific","Internationalized operators","USD million",467838.5014,50798.9498,65767.5648,8067.9632,635848.9307,273947.7586,181326.2717,361901.1722,518637.4512,0.142364435559296,0.126808360344649,0.756968420231052,0.501038088928301,0.430837806550077,1.32105907363317,"empresas"
"220",2014-01-01,"CUPET","Cuba","Latin America/Caribbean","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"221",2014-01-01,"Ecopetrol","Colombia","Latin America/Caribbean","Large domestic producers","USD million",45058.4773,3805.6999,8210.9629,3564.3599,55369.6145,30625.3159,8414.3718,24744.2986,48864.1772,0.240980683084131,0.168036450637298,1.23767161054224,0.340052952642594,0.553106901258993,0.807968762862622,"empresas"
"222",2014-01-01,"EGPC","Egypt","Middle East/North Africa","Small domestic producers","USD million",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"empresas"
"223",2014-01-01,"ENH","Mozambique","Sub-Saharan Africa","Small domestic producers","USD million",369.0164,142.8626,76.4178,17.4557,545.2564,364.8603,77.0945,180.396,511.879,0.183390019907048,0.149288796766423,2.02255205215193,0.427362580101554,0.669153631209097,0.494424852470932,"empresas"
